,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,precip_type_-9999,precip_type_-9999.,precip_type_rain,icon_Breezy and Foggy,icon_Clear,icon_Foggy,icon_Humid,icon_Humid and Foggy,icon_Humid and Mostly Cloudy,icon_Humid and Overcast,icon_Humid and Partly Cloudy,icon_Light Rain,icon_Light Rain and Humid,icon_Mostly Cloudy,icon_Overcast,icon_Partly Cloudy,icon_Possible Drizzle and Humid,icon_Possible Light Rain,icon_Possible Light Rain and Humid,icon_Rain,icon_Rain and Humid,week_of_year,pahar,lead_15Mins,lead_30Mins,lead_45Mins,lead_60Mins
726,2017-10-31 06:00:00,0.0,15.86,16,1,13.89,-9999,-9999.0,-9999.0,1013.79,-9999,-9999.0,-9999.0,-9999.0,1.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.0,0.0,0.08,0.34
727,2017-10-31 07:00:00,0.0,17.96,18,1,16.11,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.8,1.4,2.23,3.13
728,2017-10-31 08:00:00,0.0,19.03,19,1,16.12,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,6.24,5.1,6.08,7.04
729,2017-10-31 09:00:00,0.0,20.05,20,1,14.49,23,0.16,-9999.0,1015.17,-9999,-9999.0,-9999.0,-9999.0,2.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,7.91,8.54,9.41,10.08
730,2017-10-31 10:00:00,0.0,25.17,25,1,17.2,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,10.6,11.05,11.69,12.09
731,2017-10-31 11:00:00,0.0,27.91,27,1,17.09,220,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,12.56,12.77,13.02,13.16
732,2017-10-31 12:00:00,0.0,28.21,28,0,15.27,174,0.63,-9999.0,1014.26,-9999,-9999.0,-9999.0,-9999.0,2.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,12.96,12.77,12.7,12.42
733,2017-10-31 13:00:00,0.0,28.89,29,0,13.92,250,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,12.08,12.07,11.38,10.78
734,2017-10-31 14:00:00,0.0,31.11,31,0,12.92,220,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.93,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,10.45,10.02,9.23,8.33
735,2017-10-31 15:00:00,0.0,32.43,32,0,13.85,313,0.69,-9999.0,1011.28,-9999,-9999.0,-9999.0,-9999.0,2.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,7.42,6.35,5.35,4.11
736,2017-10-31 16:00:00,0.0,30.0,30,0,13.7,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,2.98,1.98,1.21,0.64
737,2017-10-31 17:00:00,0.0,28.89,29,0,13.92,140,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.25,0.04,0.0,0.0
738,2017-10-31 18:00:00,0.27,29.17,29,0,16.03,78,0.16,-9999.0,1010.61,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.0,0.0,0.0,0.0
750,2017-11-01 06:00:00,0.15,17.68,18,1,15.29,111,1.99,-9999.0,1014.5,-9999,-9999.0,-9999.0,-9999.0,1.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.0,0.0,0.0,0.02
751,2017-11-01 07:00:00,0.0,19.03,19,1,16.12,130,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.23,0.66,1.31,2.16
752,2017-11-01 08:00:00,0.0,20.25,20,1,17.21,120,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,5.73,4.24,5.4,6.57
753,2017-11-01 09:00:00,0.0,19.65,20,1,14.92,128,0.64,-9999.0,1016.58,-9999,-9999.0,-9999.0,-9999.0,2.04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,7.59,8.31,9.19,10.01
754,2017-11-01 10:00:00,0.0,25.0,25,1,15.03,130,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,10.64,11.17,11.82,12.54
755,2017-11-01 11:00:00,0.0,27.78,28,0,14.04,160,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.09,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,12.32,12.99,13.04,12.57
756,2017-11-01 12:00:00,0.0,28.5,28,0,15.52,150,0.76,-9999.0,1015.65,-9999,-9999.0,-9999.0,-9999.0,2.24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,14.25,13.65,13.19,13.4
757,2017-11-01 13:00:00,0.0,31.11,31,0,12.92,230,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,13.02,12.53,12.04,11.15
758,2017-11-01 14:00:00,0.0,31.11,31,0,12.92,230,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,10.53,9.23,9.24,7.8
759,2017-11-01 15:00:00,0.0,32.72,33,0,15.19,187,1.01,-9999.0,1012.55,-9999,-9999.0,-9999.0,-9999.0,2.17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,7.26,5.67,4.73,4.15
760,2017-11-01 16:00:00,0.0,32.22,32,0,13.88,120,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,2.8,1.54,0.74,0.29
761,2017-11-01 17:00:00,0.0,28.89,29,0,15.04,120,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.06,0.0,0.0,0.0
762,2017-11-01 18:00:00,0.26,29.17,29,0,16.48,6,0.42,-9999.0,1011.49,-9999,-9999.0,-9999.0,-9999.0,2.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.0,0.0,0.0,0.0
774,2017-11-02 06:00:00,0.0,17.44,17,1,15.34,160,2.24,-9999.0,1014.22,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.0,0.0,0.0,0.02
775,2017-11-02 07:00:00,0.0,20.33,20,1,17.77,140,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.23,0.66,1.31,2.16
776,2017-11-02 08:00:00,0.0,20.48,20,1,18.83,140,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,5.73,4.24,5.4,6.57
777,2017-11-02 09:00:00,0.0,19.07,19,1,15.16,96,1.15,-9999.0,1015.98,-9999,-9999.0,-9999.0,-9999.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,7.59,8.31,9.19,10.01
778,2017-11-02 10:00:00,0.0,25.17,25,1,17.2,140,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,10.64,11.17,11.82,12.54
779,2017-11-02 11:00:00,0.0,28.12,28,0,16.07,130,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,12.32,12.99,13.04,12.57
780,2017-11-02 12:00:00,0.0,28.46,28,1,17.88,85,0.25,-9999.0,1014.77,-9999,-9999.0,-9999.0,-9999.0,1.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,14.25,13.65,13.19,13.4
781,2017-11-02 13:00:00,0.0,29.07,29,0,16.09,230,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,13.02,12.53,12.04,11.15
782,2017-11-02 14:00:00,0.0,30.46,30,0,17.1,180,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,10.53,9.23,9.24,7.8
783,2017-11-02 15:00:00,0.0,31.22,31,0,17.19,36,0.73,-9999.0,1011.73,-9999,-9999.0,-9999.0,-9999.0,2.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,7.26,5.67,4.73,4.15
784,2017-11-02 16:00:00,0.0,29.63,29,1,17.72,50,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,2.8,1.54,0.74,0.29
785,2017-11-02 17:00:00,0.0,28.64,28,1,17.89,50,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.06,0.0,0.0,0.0
786,2017-11-02 18:00:00,0.0,28.93,28,1,17.33,19,0.53,-9999.0,1009.31,-9999,-9999.0,-9999.0,-9999.0,2.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.0,0.0,0.0,0.0
798,2017-11-03 06:00:00,0.0,17.21,17,1,15.31,-9999,-9999.0,-9999.0,1013.29,-9999,-9999.0,-9999.0,-9999.0,1.13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.0,0.0,0.0,0.02
799,2017-11-03 07:00:00,0.0,20.33,20,1,17.77,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.23,0.66,1.31,2.16
800,2017-11-03 08:00:00,0.0,21.39,21,1,17.72,110,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,5.73,4.24,5.4,6.57
801,2017-11-03 09:00:00,0.0,19.23,19,1,15.45,86,0.54,-9999.0,1014.68,-9999,-9999.0,-9999.0,-9999.0,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,7.59,8.31,9.19,10.01
802,2017-11-03 10:00:00,0.0,25.49,25,1,20.03,120,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,10.64,11.17,11.82,12.54
803,2017-11-03 11:00:00,0.0,28.78,27,1,20.06,140,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,12.32,12.99,13.04,12.57
804,2017-11-03 12:00:00,0.0,28.1,27,1,17.56,112,0.8,-9999.0,1014.64,-9999,-9999.0,-9999.0,-9999.0,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,14.25,13.65,13.19,13.4
805,2017-11-03 13:00:00,0.0,30.74,30,0,17.77,120,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.93,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,13.02,12.53,12.04,11.15
806,2017-11-03 14:00:00,0.0,31.11,31,0,13.82,120,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.93,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,10.53,9.23,9.24,7.8
807,2017-11-03 15:00:00,0.0,31.02,31,0,16.98,18,1.21,-9999.0,1012.01,-9999,-9999.0,-9999.0,-9999.0,1.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,7.26,5.67,4.73,4.15
808,2017-11-03 16:00:00,0.0,30.05,30,0,16.03,80,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,2.8,1.54,0.74,0.29
809,2017-11-03 17:00:00,0.0,28.46,28,1,17.31,80,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.06,0.0,0.0,0.0
810,2017-11-03 18:00:00,0.0,28.36,28,1,17.77,38,0.82,-9999.0,1011.87,-9999,-9999.0,-9999.0,-9999.0,2.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.0,0.0,0.0,0.0
822,2017-11-04 06:00:00,0.0,16.56,16,1,15.45,-9999,-9999.0,-9999.0,1015.39,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.0,0.0,0.0,0.02
823,2017-11-04 07:00:00,0.0,17.61,17,1,17.22,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.23,0.66,1.31,2.16
824,2017-11-04 08:00:00,0.0,20.67,20,1,20.0,-9999,0.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,5.73,4.24,5.4,6.57
825,2017-11-04 09:00:00,0.24,18.43,18,1,15.65,96,0.48,-9999.0,1017.55,-9999,-9999.0,-9999.0,-9999.0,1.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,7.59,8.31,9.19,10.01
826,2017-11-04 10:00:00,0.0,26.34,26,1,17.73,150,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,10.64,11.17,11.82,12.54
827,2017-11-04 11:00:00,0.0,28.37,27,1,18.77,160,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,12.32,12.99,13.04,12.57
828,2017-11-04 12:00:00,0.0,25.93,26,1,18.72,98,1.33,-9999.0,1016.85,-9999,-9999.0,-9999.0,-9999.0,1.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,14.25,13.65,13.19,13.4
829,2017-11-04 13:00:00,0.0,29.63,29,1,17.72,130,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,13.02,12.53,12.04,11.15
830,2017-11-04 14:00:00,0.0,30.74,30,0,17.77,100,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,10.53,9.23,9.24,7.8
831,2017-11-04 15:00:00,0.0,29.76,30,0,15.45,87,0.89,-9999.0,1013.88,-9999,-9999.0,-9999.0,-9999.0,1.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,7.26,5.67,4.73,4.15
832,2017-11-04 16:00:00,0.0,29.4,29,0,17.09,120,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,2.8,1.54,0.74,0.29
833,2017-11-04 17:00:00,0.0,28.46,28,1,17.31,160,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.06,0.0,0.0,0.0
834,2017-11-04 18:00:00,0.0,28.93,28,1,18.78,154,0.55,-9999.0,1014.05,-9999,-9999.0,-9999.0,-9999.0,2.04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.0,0.0,0.0,0.0
846,2017-11-05 06:00:00,0.0,16.77,17,1,15.64,-9999,-9999.0,-9999.0,1016.48,-9999,-9999.0,-9999.0,-9999.0,1.05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.0,0.0,0.0,0.02
847,2017-11-05 07:00:00,0.0,19.03,19,1,16.12,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0.23,0.66,1.31,2.16
848,2017-11-05 08:00:00,0.0,19.18,19,1,17.21,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,5.73,4.24,5.4,6.57
849,2017-11-05 09:00:00,0.0,18.57,18,1,16.06,-9999,-9999.0,-9999.0,1017.87,-9999,-9999.0,-9999.0,-9999.0,1.13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,7.59,8.31,9.19,10.01
850,2017-11-05 10:00:00,0.0,25.23,25,1,17.71,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,10.64,11.17,11.82,12.54
851,2017-11-05 11:00:00,0.0,28.06,27,1,17.67,290,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,12.32,12.99,13.04,12.57
852,2017-11-05 12:00:00,0.0,27.78,27,1,17.86,195,0.38,-9999.0,1017.67,-9999,-9999.0,-9999.0,-9999.0,1.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,14.25,13.65,13.19,13.4
853,2017-11-05 13:00:00,0.0,30.46,30,0,17.1,280,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,13.02,12.53,12.04,11.15
854,2017-11-05 14:00:00,0.0,30.05,30,0,16.03,280,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,10.53,9.23,9.24,7.8
855,2017-11-05 15:00:00,0.0,30.21,30,0,16.24,280,0.89,-9999.0,1014.56,-9999,-9999.0,-9999.0,-9999.0,1.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,7.26,5.67,4.73,4.15
856,2017-11-05 16:00:00,0.0,30.0,30,0,13.7,190,0.89,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,2.8,1.54,0.74,0.29
857,2017-11-05 17:00:00,0.0,28.89,29,0,15.04,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.93,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.06,0.0,0.0,0.0
858,2017-11-05 18:00:00,0.0,27.77,27,1,17.44,320,0.45,-9999.0,1013.97,-9999,-9999.0,-9999.0,-9999.0,2.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0.0,0.0,0.0,0.0
870,2017-11-06 06:00:00,0.0,16.31,16,1,14.99,-9999,-9999.0,-9999.0,1015.89,-9999,-9999.0,-9999.0,-9999.0,0.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0.0,0.0,0.0,0.02
871,2017-11-06 07:00:00,0.0,18.89,19,1,14.97,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0.23,0.66,1.31,2.16
872,2017-11-06 08:00:00,0.0,18.89,19,1,14.97,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,5.73,4.24,5.4,6.57
873,2017-11-06 09:00:00,0.0,17.44,17,1,14.72,270,0.45,-9999.0,1016.7,-9999,-9999.0,-9999.0,-9999.0,1.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,7.59,8.31,9.19,10.01
874,2017-11-06 10:00:00,0.0,23.89,24,1,15.11,240,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,10.64,11.17,11.82,12.54
875,2017-11-06 11:00:00,0.0,26.11,26,0,13.91,260,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,12.32,12.99,13.04,12.57
876,2017-11-06 12:00:00,0.0,26.55,26,1,17.73,263,0.42,-9999.0,1016.52,-9999,-9999.0,-9999.0,-9999.0,1.17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,14.25,13.65,13.19,13.4
877,2017-11-06 13:00:00,0.0,28.89,29,0,13.92,260,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,13.02,12.53,12.04,11.15
878,2017-11-06 14:00:00,0.0,30.46,30,0,17.1,270,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,10.53,9.23,9.24,7.8
879,2017-11-06 15:00:00,0.0,30.3,30,0,16.28,272,1.27,-9999.0,1013.37,-9999,-9999.0,-9999.0,-9999.0,1.21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,7.26,5.67,4.73,4.15
880,2017-11-06 16:00:00,0.0,30.05,30,0,16.03,320,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,2.8,1.54,0.74,0.29
881,2017-11-06 17:00:00,0.0,30.05,30,0,16.03,290,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0.06,0.0,0.0,0.0
882,2017-11-06 18:00:00,0.0,27.76,27,1,16.89,320,0.31,-9999.0,1012.83,-9999,-9999.0,-9999.0,-9999.0,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0.0,0.0,0.0,0.0
894,2017-11-07 06:00:00,0.0,15.57,16,1,14.28,-9999,-9999.0,-9999.0,1014.9,-9999,-9999.0,-9999.0,-9999.0,0.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0.0,0.0,0.0,0.02
895,2017-11-07 07:00:00,0.0,17.43,17,1,16.08,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0.23,0.66,1.31,2.16
896,2017-11-07 08:00:00,0.0,17.96,18,1,16.11,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,5.73,4.24,5.4,6.57
897,2017-11-07 09:00:00,0.22,17.31,17,1,14.76,285,0.4,-9999.0,1015.87,-9999,-9999.0,-9999.0,-9999.0,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,7.59,8.31,9.19,10.01
898,2017-11-07 10:00:00,0.0,22.41,22,1,17.14,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,10.64,11.17,11.82,12.54
899,2017-11-07 11:00:00,0.0,25.17,25,1,17.2,260,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,12.32,12.99,13.04,12.57
900,2017-11-07 12:00:00,0.0,24.02,24,1,17.99,239,0.62,-9999.0,1015.89,-9999,-9999.0,-9999.0,-9999.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,14.25,13.65,13.19,13.4
901,2017-11-07 13:00:00,0.0,30.05,30,0,16.03,350,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,13.02,12.53,12.04,11.15
